PG.ProteinGroups,PG.ProteinAccessions,PG.Genes,PG.Organisms,PG.ProteinDescriptions,PG.ProteinNames,PG.Database,PG.CV,[1] 20231022_AL_HBSS_pooled_DIA1.raw.PG.Quantity,[2] 20231022_AL_HBSS_pooled_DIA2.raw.PG.Quantity,[3] 20231022_AL_HBSS_pooled_DIA3.raw.PG.Quantity,[4] 20231022_AL_HBSSbaf_pooled_DIAbaf1.raw.PG.Quantity,[5] 20231022_AL_HBSSbaf_pooled_DIAbaf2.raw.PG.Quantity,[6] 20231022_AL_HBSSbaf_pooled_DIAbaf3.raw.PG.Quantity,[1] 20231022_AL_HBSS_pooled_DIA1.raw.PG.Log2Quantity,[2] 20231022_AL_HBSS_pooled_DIA2.raw.PG.Log2Quantity,[3] 20231022_AL_HBSS_pooled_DIA3.raw.PG.Log2Quantity,[4] 20231022_AL_HBSSbaf_pooled_DIAbaf1.raw.PG.Log2Quantity,[5] 20231022_AL_HBSSbaf_pooled_DIAbaf2.raw.PG.Log2Quantity,[6] 20231022_AL_HBSSbaf_pooled_DIAbaf3.raw.PG.Log2Quantity
I3L0E3,I3L0E3,hCG_1984214,Homo sapiens,"HCG1984214, isoform CRA_a",I3L0E3_HUMAN,tr,0.069879895,19184.8125,18250.5957,19439.02734,20120.49609,18802.81641,22155.64453,14.22767704,14.15565593,14.24666841,14.29637826,14.19866115,14.43538668
I3L4J1,I3L4J1,,Homo sapiens,Uncharacterized protein (Fragment),I3L4J1_HUMAN,tr,0.087167772,49562.04688,47806.26172,47720.16016,44984.10938,39748.78516,41248.76953,15.59694815,15.54491198,15.54231126,15.45712784,15.27862315,15.33206346
K7ELQ4;P17544,K7ELQ4;P17544,;ATF7,Homo sapiens,Uncharacterized protein;Cyclic AMP-dependent transcription factor ATF-7,K7ELQ4_HUMAN;ATF7_HUMAN,tr;sp,0.322970695,5118.550781,9668.650391,4346.896484,6868.469727,4539.213867,6844.259277,12.32151968,13.23909881,12.08577002,12.74577299,12.14822675,12.7406787
K7EQZ3,K7EQZ3,,Homo sapiens,Uncharacterized protein (Fragment),K7EQZ3_HUMAN,tr,0.115437837,52852.11719,46956.41406,51372.84766,61629.61328,62871.97266,60079.36719,15.68967364,15.51903462,15.64871843,15.91133612,15.94012941,15.874582
K7ERE1;Q8N2U0,K7ERE1;Q8N2U0,;TMEM256,Homo sapiens,Uncharacterized protein;Transmembrane protein 256,K7ERE1_HUMAN;TM256_HUMAN,tr;sp,0.095626372,44952.13672,56701.01172,44951.75391,48375.05078,44716.91797,48137.78125,15.45610207,15.79108686,15.45608979,15.56197556,15.44853314,15.55488203
K7ERS5;Q9NZ42,K7ERS5;Q9NZ42,;PSENEN,Homo sapiens,Uncharacterized protein;Gamma-secretase subunit PEN-2,K7ERS5_HUMAN;PEN2_HUMAN,tr;sp,0.107307548,20916.04688,18536.61719,22894.90234,17739.82617,19420.37891,17425.11328,14.35232259,14.17809037,14.48273879,14.11470425,14.24528373,14.08888041
M0QYT0,M0QYT0,,Homo sapiens,Uncharacterized protein (Fragment),M0QYT0_HUMAN,tr,0.023776317,1080940.125,1049570.375,1073024.875,1010877.125,1040224.313,1047631.938,20.04385518,20.00136747,20.03325209,19.94717621,19.98846323,19.99870052
M0QZ24;O00754,M0QZ24;O00754,;MAN2B1,Homo sapiens,Uncharacterized protein (Fragment);Lysosomal alpha-mannosidase,M0QZ24_HUMAN;MA2B1_HUMAN,tr;sp,0.202359843,19158.46289,11781.90039,13863.57617,15178.35742,11098.44238,13993.56543,14.2256942,13.52428464,13.75901183,13.88972805,13.43806959,13.77247597
M0QZD8;Q6ZTK2,M0QZD8;Q6ZTK2,,Homo sapiens,Uncharacterized protein;Putative uncharacterized protein LOC400499,M0QZD8_HUMAN;YP015_HUMAN,tr;sp,0.086952584,43119.57813,40686.23438,41436.64844,50300.16406,47562.71875,47770.70313,15.39605544,15.31225314,15.3386197,15.61827549,15.53754356,15.54383849
M0R2C6,M0R2C6,,Homo sapiens,Uncharacterized protein (Fragment),M0R2C6_HUMAN,tr,0.037639625,99189.96875,97124.11719,94747.07813,92783.16406,89918.3125,91245.03125,16.59790661,16.56754196,16.53179383,16.50157542,16.45632734,16.47745838
O00116,O00116,AGPS,Homo sapiens,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",ADAS_HUMAN,sp,0.038913503,156903.3906,170832.6094,154830.2188,156009.6406,158568.9531,154474.625,17.259517,17.38222386,17.24032755,17.25127566,17.2747508,17.23701035
O00139,O00139,KIF2A,Homo sapiens,Kinesin-like protein KIF2A,KIF2A_HUMAN,sp,0.032954609,60602.92188,57755.08203,59235.29297,60255.35156,63377.73438,62060.29297,15.88709973,15.81766028,15.85416938,15.87880176,15.95168847,15.92138289
O00148,O00148,DDX39A,Homo sapiens,ATP-dependent RNA helicase DDX39A,DX39A_HUMAN,sp,0.033867362,649965.25,654120.5,645152.0625,598718.125,617499.9375,635376.125,19.31000306,19.3191969,19.29927972,19.19151742,19.23607947,19.27725135
O00151,O00151,PDLIM1,Homo sapiens,PDZ and LIM domain protein 1,PDLI1_HUMAN,sp,0.024148347,208491.8906,218400.7656,215078.6563,223489.4375,219705.5781,220604.0313,17.66963175,17.73661839,17.71450484,17.76984712,17.74521197,17.75109963
O00154,O00154,ACOT7,Homo sapiens,Cytosolic acyl coenzyme A thioester hydrolase,BACH_HUMAN,sp,0.0436783,79170.35938,84449.19531,78813.8125,82261.25781,86166.23438,87582.86719,16.27267278,16.36579606,16.26616087,16.32792551,16.39483502,16.41836106
O00159,O00159,MYO1C,Homo sapiens,Unconventional myosin-Ic,MYO1C_HUMAN,sp,0.062347132,323630.9688,332907.2188,320757.1563,298718.5625,288427.4688,288954.6563,18.30399014,18.34476063,18.29112193,18.18842736,18.13784904,18.14048359
O00161,O00161,SNAP23,Homo sapiens,Synaptosomal-associated protein 23,SNP23_HUMAN,sp,0.058913058,37439.20313,35489.35938,33647.625,37266.48047,34484.82813,32174.79883,15.19226211,15.11509891,15.03821706,15.18559095,15.07367416,14.97364351
O00165,O00165,HAX1,Homo sapiens,HCLS1-associated protein X-1,HAX1_HUMAN,sp,0.065771247,30074.95117,26939.32617,26241.07031,31269.31836,29135.42188,29090.9668,14.87627477,14.71742614,14.67953894,14.93246015,14.83048658,14.82828362
O00170,O00170,AIP,Homo sapiens,AH receptor-interacting protein,AIP_HUMAN,sp,0.02488576,53473.62109,56441.36719,52401.94922,54709.25391,54018.88672,54071.78906,15.70653976,15.78446531,15.67733286,15.73949726,15.72117629,15.72258847
O00178,O00178,GTPBP1,Homo sapiens,GTP-binding protein 1,GTPB1_HUMAN,sp,0.386604999,3545.677734,4362.812988,6420.620117,NaN,4740.42334,1981.796143,11.7918457,12.09104292,12.64849693,NaN,12.21080019,10.95259285
O00186,O00186,STXBP3,Homo sapiens,Syntaxin-binding protein 3,STXB3_HUMAN,sp,0.029891455,56871.92188,53662.07031,58755.80469,55615.04688,56671.71094,55820.63281,15.79542894,15.7116151,15.84244377,15.76318764,15.79034114,15.76851086
O00193,O00193,SMAP,Homo sapiens,Small acidic protein,SMAP_HUMAN,sp,0.230055425,24080.32617,17805.47461,16666.09961,19811.81055,14284.7627,12808.30762,14.55556731,14.12003327,14.02462889,14.27407311,13.80218945,13.64479224
O00194,O00194,RAB27B,Homo sapiens,Ras-related protein Rab-27B,RB27B_HUMAN,sp,0.054553217,50149.49609,47483.83203,49507.36328,47332.14063,54335.61328,47550.12109,15.61394758,15.53514875,15.59535549,15.53053255,15.72961048,15.53716139
O00203,O00203,AP3B1,Homo sapiens,AP-3 complex subunit beta-1,AP3B1_HUMAN,sp,0.03813563,63479.52344,63710.00781,61342.39453,61374.72656,58846.59375,58019.30078,15.95400368,15.95923239,15.90459686,15.90535707,15.84467129,15.82424529
O00214,O00214,LGALS8,Homo sapiens,Galectin-8,LEG8_HUMAN,sp,0.081933549,25750.42188,27806.14844,25993.86133,30960.26367,30662.56836,30008.34375,14.65230845,14.7631163,14.66588334,14.91813014,14.90419092,14.87307607
O00217,O00217,NDUFS8,Homo sapiens,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",NDUS8_HUMAN,sp,0.056832512,152114.2969,158131.3281,154942.8438,147651.2344,141509.2813,135902.1719,17.21479623,17.27076369,17.2413766,17.17183389,17.11053715,17.05220899
O00220,O00220,TNFRSF10A,Homo sapiens,Tumor necrosis factor receptor superfamily member 10A,TR10A_HUMAN,sp,0.132292627,13014.72949,12788.66309,16592.59375,15971.58691,15886.11328,17880.25195,13.66785771,13.64257783,14.01825181,13.96322004,13.95547858,14.12607945
O00231,O00231,PSMD11,Homo sapiens,26S proteasome non-ATPase regulatory subunit 11,PSD11_HUMAN,sp,0.025024057,391881.375,400293.5625,392970.3438,388232.6875,381121.5625,372739.7188,18.58005748,18.61069889,18.58406092,18.56656207,18.53989171,18.50780903
O00232,O00232,PSMD12,Homo sapiens,26S proteasome non-ATPase regulatory subunit 12,PSD12_HUMAN,sp,0.020129266,269300.4375,262937.6875,259874.0469,257230.9219,259497.75,254020.3281,18.03885705,18.00436142,17.98745304,17.97270455,17.9853625,17.95458443
O00233,O00233,PSMD9,Homo sapiens,26S proteasome non-ATPase regulatory subunit 9,PSMD9_HUMAN,sp,0.027807913,122489.7109,129590.9297,126070.3984,131543.7813,131424.9531,130195.6328,16.90230104,16.98360522,16.94387004,17.00518352,17.00387969,16.99032153
O00244,O00244,ATOX1,Homo sapiens,Copper transport protein ATOX1,ATOX1_HUMAN,sp,0.143121062,21716.7168,17578.3418,18215.34961,24465.93164,22040.60156,24968.07617,14.40651839,14.10151136,14.15286706,14.5784866,14.42787598,14.60779704
O00255,O00255,MEN1,Homo sapiens,Menin,MEN1_HUMAN,sp,0.087373199,12824.6875,13827.83105,12924.7959,12796.10156,11366.28027,10916.56543,13.64663605,13.75528726,13.65785388,13.64341673,13.47247257,13.41423141
O00257,O00257,CBX4,Homo sapiens,E3 SUMO-protein ligase CBX4,CBX4_HUMAN,sp,0.131936891,7545.744629,8722.855469,10634.98145,8140.897461,9895.375977,8261.964844,12.88144756,13.09058477,13.3765299,12.99097213,13.27253881,13.01226921
O00264,O00264,PGRMC1,Homo sapiens,Membrane-associated progesterone receptor component 1,PGRC1_HUMAN,sp,0.031332175,337060.0625,361431.3438,350416.9375,347972.875,367787.2813,346728.8125,18.36264617,18.4633621,18.41871298,18.40861532,18.48851206,18.4034482
O00267,O00267,SUPT5H,Homo sapiens,Transcription elongation factor SPT5,SPT5H_HUMAN,sp,0.036553964,84292.07031,90640.14844,94006.47656,87771.23438,88543.83594,87888.60938,16.3631093,16.4678626,16.52047253,16.42146058,16.43410426,16.42338858
O00268,O00268,TAF4,Homo sapiens,Transcription initiation factor TFIID subunit 4,TAF4_HUMAN,sp,0.094134285,11030.70117,12949.86035,11941.81055,9927.992188,12627.91309,11805.27148,13.42923688,13.66064892,13.54373397,13.27728626,13.62432862,13.5271436
O00273,O00273,DFFA,Homo sapiens,DNA fragmentation factor subunit alpha,DFFA_HUMAN,sp,0.072253377,18700.91406,19248.49219,19989.67383,19231.66406,17589.97852,21785.01172,14.19082117,14.23245782,14.28696731,14.23119598,14.1024661,14.41104827
O00291,O00291,HIP1,Homo sapiens,Huntingtin-interacting protein 1,HIP1_HUMAN,sp,0.01640844,55640.49609,58119.09766,57759.54688,58027.55859,57374.03906,57997.23438,15.76384766,15.82672468,15.8177718,15.82445061,15.80811047,15.82369649
O00299,O00299,CLIC1,Homo sapiens,Chloride intracellular channel protein 1,CLIC1_HUMAN,sp,0.023819655,387501.9688,388516.6875,386214.0313,405040,403026.9063,405471.5625,18.56384411,18.56761704,18.55904105,18.62770486,18.62051663,18.62924121
O00303,O00303,EIF3F,Homo sapiens,Eukaryotic translation initiation factor 3 subunit F,EIF3F_HUMAN,sp,0.019744002,268076.875,265933.0625,276167.5625,260821.0156,263384.5938,268236.8438,18.03228725,18.02070363,18.07518435,17.99270059,18.00681143,18.03314789
O00308,O00308,WWP2,Homo sapiens,NEDD4-like E3 ubiquitin-protein ligase WWP2,WWP2_HUMAN,sp,0.336368512,4790.535156,5307.712891,4434.997559,9496.069336,4599.735352,7314.592285,12.22597111,12.37387462,12.1147176,13.21311475,12.16733514,12.83656174
O00330,O00330,PDHX,Homo sapiens,"Pyruvate dehydrogenase protein X component, mitochondrial",ODPX_HUMAN,sp,0.097144819,52142.46094,42150.94922,48816.34375,51263.30859,45379.79688,55260.98047,15.67017105,15.3632775,15.57507662,15.64563897,15.46976253,15.75397354
O00400,O00400,SLC33A1,Homo sapiens,Acetyl-coenzyme A transporter 1,ACATN_HUMAN,sp,0.068250595,44681.8125,47200.64844,46054.56641,45170.78906,53023.39844,50198.44531,15.44740009,15.52651906,15.49105659,15.4631025,15.69434152,15.61535506
O00401,O00401,WASL,Homo sapiens,Neural Wiskott-Aldrich syndrome protein,WASL_HUMAN,sp,0.12204314,18109.25586,16366.4082,17076.17578,15460.97852,14433.17285,12774.20996,14.14443964,13.99845012,14.0596973,13.91634401,13.81710086,13.64094645
O00410,O00410,IPO5,Homo sapiens,Importin-5,IPO5_HUMAN,sp,0.02255558,199683.8125,208655.8125,196434.2188,198747.3438,197941.2813,203669.8594,17.60735786,17.67076558,17.58368674,17.60057605,17.594713,17.63587297
O00411,O00411,POLRMT,Homo sapiens,"DNA-directed RNA polymerase, mitochondrial",RPOM_HUMAN,sp,0.051534475,19766.11914,18687.13672,18286.00977,18609.80859,19125.51953,16914.24023,14.27074202,14.18975791,14.15845268,14.1837756,14.22321132,14.04595075
O00422,O00422,SAP18,Homo sapiens,Histone deacetylase complex subunit SAP18,SAP18_HUMAN,sp,0.053103037,330462.1875,343071.7188,338972.25,301276.0938,305726.0625,324792.1563,18.33412568,18.38815068,18.37080765,18.20072667,18.22188002,18.30915727
O00423,O00423,EML1,Homo sapiens,Echinoderm microtubule-associated protein-like 1,EMAL1_HUMAN,sp,0.047772231,11093.91211,10635.29102,9967.56543,10612.57227,11343.44434,10263.1084,13.43748058,13.37657189,13.28302546,13.37348676,13.46957115,13.32518013
O00425,O00425,IGF2BP3,Homo sapiens,Insulin-like growth factor 2 mRNA-binding protein 3,IF2B3_HUMAN,sp,0.025759256,75419.75781,74529.21875,74216.82813,73409.42188,69942.125,73510.14063,16.2026549,16.18551852,16.17945872,16.16367762,16.09387401,16.16565566
O00429,O00429,DNM1L,Homo sapiens,Dynamin-1-like protein,DNM1L_HUMAN,sp,0.017390082,193281.1875,202423.4375,199952.9531,199172.875,201215.625,202725.9844,17.5603417,17.62701682,17.60930106,17.60366166,17.61838281,17.62917149
O00442,O00442,RTCA,Homo sapiens,RNA 3'-terminal phosphate cyclase,RTCA_HUMAN,sp,0.106316883,22453.11914,30405.24023,25131.15625,25301.62305,23793.01563,26169.72656,14.45462825,14.89203237,14.61718943,14.62694231,14.53825052,14.67561123
O00443,O00443,PIK3C2A,Homo sapiens,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,P3C2A_HUMAN,sp,0.067050758,13546.36816,13673.88184,14368.41211,13754.64648,15968.08008,15130.60742,13.72561849,13.73913524,13.81061301,13.74763144,13.96290324,13.88518229
O00445,O00445,SYT5,Homo sapiens,Synaptotagmin-5,SYT5_HUMAN,sp,0.570092508,1,NaN,NaN,2.35073638,NaN,NaN,0,NaN,NaN,1.233112759,NaN,NaN
O00461,O00461,GOLIM4,Homo sapiens,Golgi integral membrane protein 4,GOLI4_HUMAN,sp,0.076211957,37137.78516,35505.52734,42547.52344,38656.08203,34924.07031,40219.65234,15.18060016,15.11575601,15.37678754,15.2384078,15.09193409,15.29561299
O00468,O00468,AGRN,Homo sapiens,Agrin,AGRIN_HUMAN,sp,0.131047988,13975.19531,12605.30078,12553.4043,17203.07031,15955.73047,15765.74805,13.77058083,13.62174292,13.61579103,14.07037845,13.96178704,13.944506
O00469,O00469,PLOD2,Homo sapiens,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",PLOD2_HUMAN,sp,0.031023241,175842.6719,167208.2813,175721.6563,167811.75,162392.9375,171364.4688,17.42392569,17.35128678,17.42293248,17.35648421,17.30912937,17.38670848
O00471,O00471,EXOC5,Homo sapiens,Exocyst complex component 5,EXOC5_HUMAN,sp,0.08901046,15914.40137,14215.81836,16857.2793,15334.06836,13093.35938,14499.875,13.95804527,13.79520953,14.04108409,13.9044529,13.67654768,13.82375284
O00479,O00479,HMGN4,Homo sapiens,High mobility group nucleosome-binding domain-containing protein 4,HMGN4_HUMAN,sp,0.169311695,21482.87695,18494.48242,24588.60156,21362.6875,28421.35742,28215.2832,14.39089959,14.17480731,14.58570207,14.38280553,14.79468784,14.78418921
O00483,O00483,NDUFA4,Homo sapiens,Cytochrome c oxidase subunit NDUFA4,NDUA4_HUMAN,sp,0.014054501,335167.3125,330370.625,323985.0625,332053.4688,326822.5,335797.875,18.35452193,18.33372589,18.30556777,18.34105604,18.31814778,18.35723358
O00487,O00487,PSMD14,Homo sapiens,26S proteasome non-ATPase regulatory subunit 14,PSDE_HUMAN,sp,0.023503414,147439.1406,141959.5938,139818.8125,146157.3125,143344.2344,148579.0469,17.16976004,17.11512083,17.09319896,17.15716249,17.12912435,17.18087115
O00488,O00488,ZNF593,Homo sapiens,Zinc finger protein 593,ZN593_HUMAN,sp,0.215621707,7566.487793,4609.341797,5902.584473,7041.694824,4940.004395,4792.87207,12.88540807,12.17034504,12.52713107,12.78170699,12.27029661,12.22667472
O00499,O00499,BIN1,Homo sapiens,Myc box-dependent-interacting protein 1,BIN1_HUMAN,sp,0.190213402,7142.382324,6502.181641,7557.974121,9771.755859,6282.314453,6039.42334,12.80218965,12.66670814,12.88378386,13.2544021,12.61708044,12.56019509
O00505,O00505,KPNA3,Homo sapiens,Importin subunit alpha-4,IMA4_HUMAN,sp,0.018141015,58590.96875,59689.97266,59234.06641,60485.36328,61641.35156,60584.80078,15.83839068,15.86520097,15.85413951,15.88429845,15.91161087,15.88666828
O00512,O00512,BCL9,Homo sapiens,B-cell CLL/lymphoma 9 protein,BCL9_HUMAN,sp,0.146924198,11259.55371,11180.0498,10550.40234,11038.91016,7346.651855,11203.37695,13.45886202,13.44863899,13.3650104,13.43031013,12.84287119,13.45164604
O00522,O00522,KRIT1,Homo sapiens,Krev interaction trapped protein 1,KRIT1_HUMAN,sp,0.665254201,2882.932373,1108.574341,3642.420654,NaN,741.3623047,NaN,11.49332128,10.11448981,11.83068183,NaN,9.534034952,NaN
O00541,O00541,PES1,Homo sapiens,Pescadillo homolog,PESC_HUMAN,sp,0.018267676,186731.3438,193299.875,191957.2188,183842.2969,189861.2188,189478.3125,17.51060459,17.56048118,17.55042529,17.4881092,17.53458572,17.5316732
O00559,O00559,EBAG9,Homo sapiens,Receptor-binding cancer antigen expressed on SiSo cells,RCAS1_HUMAN,sp,0.072844642,25896.70117,30948.07617,26297.36914,30155.66797,29554.93555,29242.49609,14.66048071,14.91756211,14.68263086,14.88014157,14.85111145,14.83577884
O00560,O00560,SDCBP,Homo sapiens,Syntenin-1,SDCB1_HUMAN,sp,0.231437364,19718.36719,19686.27539,18215.05664,28668.77148,27056.71875,31371.58008,14.26725247,14.26490256,14.15284386,14.80719246,14.72369927,14.93717057
O00566,O00566,MPHOSPH10,Homo sapiens,U3 small nucleolar ribonucleoprotein protein MPP10,MPP10_HUMAN,sp,0.03509147,37354.97656,38203.08203,38188.65625,35324.02734,38845.95313,36430.83203,15.18901284,15.22140141,15.22085654,15.10836222,15.24547669,15.15287232
O00567,O00567,NOP56,Homo sapiens,Nucleolar protein 56,NOP56_HUMAN,sp,0.0195495,219748.6875,216520.5313,221770.4688,218850.8906,209826.2969,219979.875,17.74549502,17.72414431,17.75870774,17.73958873,17.67883597,17.74701202
O00571,O00571,DDX3X,Homo sapiens,ATP-dependent RNA helicase DDX3X,DDX3X_HUMAN,sp,0.015099538,685762.625,713237.8125,687767.75,691147.125,685884.0625,695111.3125,19.38734975,19.44402366,19.39156194,19.39863333,19.38760521,19.4068845
O00592,O00592,PODXL,Homo sapiens,Podocalyxin,PODXL_HUMAN,sp,0.045605699,203316.2344,207781.9063,192690.5469,190927.1875,187067.1719,186204.2656,17.63336589,17.6647105,17.55592627,17.54266303,17.51319688,17.5065266
O00622,O00622,CYR61,Homo sapiens,Protein CYR61,CYR61_HUMAN,sp,0.414860858,4874.90332,5089.388672,4126.30957,5356.689941,4593.925293,740.9666748,12.25115789,12.31327666,12.01063635,12.38712608,12.16551168,9.533264848
O00625,O00625,PIR,Homo sapiens,Pirin,PIR_HUMAN,sp,0.053141745,57621.42578,51255.49219,51740.15234,52118.21484,52876.5,57247.26563,15.81431774,15.64541898,15.65899668,15.66950005,15.69033906,15.80491917
O00629,O00629,KPNA4,Homo sapiens,Importin subunit alpha-3,IMA3_HUMAN,sp,0.044037397,101664.5156,112700.0391,111008.9375,111663.4375,116315.7422,111736.9531,16.63345669,16.78212849,16.76031631,16.76879735,16.82768684,16.76974686
O00712,O00712,NFIB,Homo sapiens,Nuclear factor 1 B-type,NFIB_HUMAN,sp,0.181668608,5038.966309,7176.669922,6734.644531,8846.28418,7211.429688,8174.771484,12.29891209,12.80909885,12.71738608,13.11085587,12.81606959,12.99696269
O00743,O00743,PPP6C,Homo sapiens,Serine/threonine-protein phosphatase 6 catalytic subunit,PPP6_HUMAN,sp,0.081124931,7292.581543,6313.197754,6065.911133,5848.597656,6574.291992,6822.775879,12.8322139,12.62415523,12.56650865,12.51387503,12.68261982,12.73614311
O00746,O00746,NME4,Homo sapiens,"Nucleoside diphosphate kinase, mitochondrial",NDKM_HUMAN,sp,0.038804326,52316.48828,56597.78516,51617.48438,51779.19531,51968.37891,50955.62109,15.67497808,15.78845798,15.65557221,15.66008492,15.66534644,15.63695368
O00762,O00762,UBE2C,Homo sapiens,Ubiquitin-conjugating enzyme E2 C,UBE2C_HUMAN,sp,0.05239643,25613.70898,25024.93555,23550.66211,24305.67969,23966.25977,21990.19922,14.64462856,14.61107873,14.52348,14.56900586,14.54871716,14.42457305
O00764,O00764,PDXK,Homo sapiens,Pyridoxal kinase,PDXK_HUMAN,sp,0.028307586,66557.65625,69039.32813,67921,71361.02344,71463.19531,70312.59375,16.02231701,16.0751308,16.05157008,16.12284869,16.1249128,16.10149549
O00767,O00767,SCD,Homo sapiens,Acyl-CoA desaturase,ACOD_HUMAN,sp,0.104876167,54062.45313,55903.86719,51483.0625,43353.61328,47889.94141,44161.92188,15.72233936,15.77066047,15.65181026,15.40386462,15.54743505,15.43051534
O14494,O14494,PLPP1,Homo sapiens,Phospholipid phosphatase 1,PLPP1_HUMAN,sp,0.222808179,17767.92188,11641.22559,20396.83789,18965.04102,23744.04688,22296.87695,14.11698733,13.50695533,14.31605789,14.21105487,14.53527822,14.44455403
O14495,O14495,PLPP3,Homo sapiens,Phospholipid phosphatase 3,PLPP3_HUMAN,sp,0.171405901,6597.350098,9516.126953,11011.68848,8561.902344,8397.433594,10176.70605,12.68767095,13.2161588,13.42674808,13.06371567,13.03573277,13.31298305
O14497,O14497,ARID1A,Homo sapiens,AT-rich interactive domain-containing protein 1A,ARI1A_HUMAN,sp,0.032821952,47266.22266,47916.21094,46456.28906,44149.04688,44536.67969,46809.30469,15.52852195,15.54822621,15.5035863,15.43009467,15.44270639,15.51450771
O14519;O75956,O14519;O75956,CDK2AP1;CDK2AP2,Homo sapiens,Cyclin-dependent kinase 2-associated protein 1;Cyclin-dependent kinase 2-associated protein 2,CDKA1_HUMAN;CDKA2_HUMAN,sp,0.035083994,77283.26563,83657.26563,78910.57813,75612.76563,77319.14844,78832.48438,16.23786844,16.35220322,16.26793109,16.2063422,16.23853813,16.26650262
O14524,O14524,NEMP1,Homo sapiens,Nuclear envelope integral membrane protein 1,NEMP1_HUMAN,sp,0.097345958,140795.3438,142273.3906,129906.5,113653.9531,124674.9063,114413.125,17.1032401,17.11830633,16.98711409,16.79428834,16.92781159,16.80389304
O14530,O14530,TXNDC9,Homo sapiens,Thioredoxin domain-containing protein 9,TXND9_HUMAN,sp,0.081699504,18179.29102,20361.45898,21768.99219,19216.38281,19024.19141,17328.26563,14.15000832,14.31355332,14.409987,14.23004918,14.21554752,14.08083964
O14545,O14545,TRAFD1,Homo sapiens,TRAF-type zinc finger domain-containing protein 1,TRAD1_HUMAN,sp,0.136212153,7454.209961,6717.421875,6452.212891,7123.428223,6862.44873,4892.791992,12.86383974,12.71369192,12.65557833,12.798356,12.74450775,12.25644224
O14548,O14548,COX7A2L,Homo sapiens,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial",COX7R_HUMAN,sp,0.074754642,104495.5781,107253.6328,101016.5234,98965.64844,89785.54688,89764.96875,16.67308237,16.71066699,16.62423177,16.59464022,16.45419561,16.45386492
O14561,O14561,NDUFAB1,Homo sapiens,"Acyl carrier protein, mitochondrial",ACPM_HUMAN,sp,0.066701961,61091.01563,75302.03125,68803.15625,69683.70313,68521.57031,67246.80469,15.8986726,16.20040116,16.07018713,16.08853367,16.06427059,16.0371781
O14578,O14578,CIT,Homo sapiens,Citron Rho-interacting kinase,CTRO_HUMAN,sp,0.032920513,41845.85547,43216.39453,45156.53906,43560.23438,44354.65625,41455.46875,15.35279712,15.3992911,15.4626473,15.4107241,15.43679794,15.33927481
O14579,O14579,COPE,Homo sapiens,Coatomer subunit epsilon,COPE_HUMAN,sp,0.036147469,60626.02734,57139.49219,60255.09375,57367.47266,55790.03906,56005.03906,15.88764967,15.80220059,15.87879559,15.80794534,15.76771994,15.77326902
O14602,O14602,EIF1AY,Homo sapiens,"Eukaryotic translation initiation factor 1A, Y-chromosomal",IF1AY_HUMAN,sp,0.054101575,104468.9063,107735.5313,96897.57031,103060.0313,95839.45313,94319.13281,16.67271408,16.7171346,16.56417287,16.65312541,16.54833206,16.52526283
O14617,O14617,AP3D1,Homo sapiens,AP-3 complex subunit delta-1,AP3D1_HUMAN,sp,0.052191208,44019.76563,46683.01172,47356.85547,41069.84375,43093.78906,44377.47266,15.42586384,15.51061002,15.53128567,15.32579184,15.39519233,15.43753989
O14618,O14618,CCS,Homo sapiens,Copper chaperone for superoxide dismutase,CCS_HUMAN,sp,0.150516694,26165.16406,30033.125,20061.71289,24195.00195,23456.47656,20960.79297,14.67535968,14.87426698,14.29215717,14.56242144,14.5176987,14.35540568
O14639,O14639,ABLIM1,Homo sapiens,Actin-binding LIM protein 1,ABLM1_HUMAN,sp,0.072100585,15842.51855,17576.55859,16080.09863,17325.16211,17602.37695,19296.96289,13.95151408,14.101365,13.97298864,14.08058123,14.10348264,14.23608618
