PG.ProteinGroups,PG.Genes,[1] 20231022_AL_HBSS_pooled_DIA1.raw.PG.Quantity,[2] 20231022_AL_HBSS_pooled_DIA2.raw.PG.Quantity,[3] 20231022_AL_HBSS_pooled_DIA3.raw.PG.Quantity,[4] 20231022_AL_HBSSbaf_pooled_DIAbaf1.raw.PG.Quantity,[5] 20231022_AL_HBSSbaf_pooled_DIAbaf2.raw.PG.Quantity,[6] 20231022_AL_HBSSbaf_pooled_DIAbaf3.raw.PG.Quantity
P53602,MVD,26873.19921875,24322.39453125,26892.5,13787.685546875,18957.736328125,32183.626953125
P53611,RABGGTB,13116.9189453125,11041.2041015625,11503.830078125,12740.1376953125,9918.1123046875,15276.623046875
P53618,COPB1,114642.6015625,104787.5703125,114156.5703125,115499.984375,117329.5703125,116528.375
P53621,COPA,215536.171875,203740.71875,218203.671875,227034.484375,229383.96875,228848.171875
P53634,CTSC,118703.7265625,105384.296875,117439.4609375,110795.953125,123709.515625,124466.2109375
P53680,AP2S1,54542.3046875,53109.5,56159.37890625,62856.6953125,66523.859375,57900.32421875
P53701,HCCS,104685.6328125,91274.6484375,102120.78125,101334.296875,108299.859375,114708.796875
P53814,SMTN,7381.73876953125,6665.27392578125,5081.65234375,6065.29541015625,4942.20947265625,4713.3271484375
P53985,SLC16A1,32441.484375,30268.033203125,34113.89453125,35696.8046875,33984.52734375,36501.18359375
P53990,IST1,25096.111328125,21293.580078125,22382.587890625,24238.51953125,26483.6640625,24992.6875
P53992,SEC24C,123762.3984375,105626.3046875,123949.4453125,126859.2109375,134750.828125,131676.203125
P53999,SUB1,524336.75,450952.0625,478326.40625,449215.90625,500067.78125,487227.96875
P54098,POLG,11562.2041015625,13383.7509765625,10960.27734375,13347.91796875,13796.7568359375,16820.046875
P54105,CLNS1A,126268.90625,120924.515625,129683.625,133179.84375,137768.125,135981.6875
P54132,BLM,1406.7447509765625,1192.54150390625,170.4468231201172,1713.9560546875,1106.344482421875,1499.776611328125
P54136,RARS,332936.4375,309999.90625,328253,326601.03125,331902.90625,337677.1875
P54198,HIRA,3162.21875,6908.68212890625,7253.9990234375,5830.46240234375,8662.9560546875,5528.12109375
P54259,ATN1,32925.87890625,44545.2421875,23685.5625,29406.97265625,31774.22265625,28838.451171875
P54278,PMS2,40475.55078125,40786.27734375,44695.63671875,42109.27734375,27212.05859375,43818.8515625
P54289,CACNA2D1,15996.9912109375,14985.158203125,14768.908203125,17728.1328125,16817.638671875,16124.6318359375
P54577,YARS,171356.125,160545.671875,163286.640625,171096.015625,178677.359375,178082.046875
P54578,USP14,176915.359375,166479.671875,175849.3125,177146.453125,178052.5625,181858.421875
P54619,PRKAG1,50093.77734375,47737.8125,53986.1875,58402.93359375,55427.23046875,62125.7578125
P54652,HSPA2,3801439,3539686.25,3581286.75,3897924.75,4089649.75,3934359
P54709,ATP1B3,103922.0625,109416.078125,110618.2734375,118584.0546875,119919.2109375,127253.7890625
P54725,RAD23A,21114.46875,22838.7578125,21767.412109375,22493.15625,24391.552734375,22738.638671875
P54727,RAD23B,360289.90625,324826.78125,337680.03125,351032.1875,360355.09375,355111.875
P54802,NAGLU,8612.1044921875,9910.48828125,8466.25390625,11176.89453125,9639.708984375,14488.4990234375
P54803,GALC,16217.1455078125,19742.25390625,17098.291015625,14735.0517578125,20617.052734375,20636.4375
P54819,AK2,225897.5625,194391.78125,200569.84375,210014.265625,229783.515625,234741.25
P54886,ALDH18A1,300767.3125,280204.125,301649.1875,302194.53125,303749.21875,308970.0625
P54920,NAPA,131950.15625,120988.328125,129662.25,139570.71875,145890.859375,151578.890625
P55010,EIF5,137286.078125,132710.734375,143517.390625,147749.984375,151655.828125,149648.484375
P55011,SLC12A2,111106.3125,107474.03125,111443.875,123309.328125,124680.0234375,126095.4140625
P55036,PSMD4,168317.171875,154829.34375,172465.265625,177038.15625,182146.828125,182851.71875
P55039,DRG2,32623.892578125,26582.302734375,29546.265625,20107.15234375,31735.978515625,25249.25390625
P55055,NR1H2,11629.9619140625,10134.9521484375,11910.0078125,11704.8994140625,9313.892578125,9330.8212890625
P55060,CSE1L,365727.90625,348607.3125,366467.125,385725.1875,399011.5625,406427.53125
P55072,VCP,1823206.125,1729021.125,1827198.625,1882421,2010276.375,1938259.625
P55081,MFAP1,46501.37890625,37752.33984375,47366.18359375,43787.19921875,45449.3671875,53557.05078125
P55084,HADHB,759013.1875,707288.5625,776307.375,781410.3125,799385.5625,813451.5
P55145,MANF,191100.359375,181036.515625,197974.828125,207244.640625,217695.96875,203794.71875
P55196,MLLT4,4076.1142578125,5802.72998046875,6351.63427734375,8950.759765625,9894.0849609375,4884.3115234375
P55199,ELL,1548.5225830078125,955.634521484375,609.71484375,1360.739990234375,1650.7025146484375,1651.722412109375
P55209,NAP1L1,162574.25,173186.265625,176429.453125,165722.75,178146.5625,175256.625
P55263,ADK,21735.41015625,17325.755859375,20184.84765625,22561.17578125,23006.896484375,22188.408203125
P55265,ADAR,217480.265625,203807.4375,209346.96875,219479.265625,226540.765625,230458.03125
P55735,SEC13,91572.8046875,91074.8828125,90674.7890625,84169.40625,98797.65625,90447.703125
P55769,SNU13,490873.59375,447744.09375,465958.90625,483869.71875,470620,480528.21875
P55786,NPEPPS,201226.8125,187922.859375,201155.015625,210868.765625,214750.328125,217895.9375
P55795,HNRNPH2,51548.5,43089.6953125,47834.8359375,48491.140625,48193.640625,52857.703125
P55884,EIF3B,356122.5625,334698.90625,345836.625,372769.3125,382294.25,390629.90625
P55957,BID,29295.255859375,27712.787109375,29294.818359375,34468.94140625,27317.17578125,31297.484375
P56134,ATP5J2,64874.35546875,66273.1328125,61942.93359375,67068.3125,68738.453125,70456.6875
P56181,NDUFV3,314668.5625,320728.28125,362288.46875,372820.84375,283720.90625,259943.46875
P56182,RRP1,144256.5625,135353.140625,140718.15625,146796.6875,154682.375,155137.15625
P56192,MARS,186602.203125,179867.140625,187053.890625,187750.359375,197690.609375,195366.84375
P56211,ARPP19,41568.86328125,39984.8046875,44256.95703125,34777.65625,47944.67578125,44600.65234375
P56282,POLE2,12718.5341796875,13019.4072265625,11920.1728515625,9044.9267578125,12948.4677734375,12965.1904296875
P56377,AP1S2,17903.328125,11098.4951171875,8395.0791015625,13628.6611328125,13757.1865234375,13062.677734375
P56378,MP68,87767.1484375,65222.16796875,76457.6328125,69282.8671875,76325.1875,73233.21875
P56381;Q5VTU8,ATP5E;ATP5EP2,209155.21875,185453.296875,204187.9375,214040.75,219267.125,216359.3125
P56385,ATP5I,419388.5625,375010.125,411563.3125,417884.625,427964.46875,429921.78125
P56537,EIF6,545732,529962.8125,572950.8125,600094.0625,622432.4375,614436.375
P56545,CTBP2,103349.3203125,97374.8671875,103921.5859375,102783.4609375,109840.265625,111416.03125
P56556,NDUFA6,49433.4296875,44245.46484375,44546.953125,50043.1640625,49646.953125,47847.25
P56559,ARL4C,5374.90625,6053.1650390625,5936.078125,4659.802734375,5412.7294921875,4226.37353515625
P56589,PEX3,24852.236328125,21794.470703125,23660.78125,24259.236328125,18843.6328125,19297.041015625
P56715,RP1,76939.09375,95374.5078125,98874.5625,99403.6875,20751.068359375,65596.515625
P56937,HSD17B7,20320.638671875,19166.423828125,18647.13671875,17532.375,16554.98046875,20893.314453125
P56945,BCAR1,15097.5439453125,11289.443359375,16544.677734375,14663.193359375,16896.994140625,15432.8310546875
P56962,STX17,1791.72314453125,1043.6014404296875,4096.75390625,1013.4887084960938,1935.572021484375,4057.42236328125
P57076,C21orf59,15380.708984375,12242.095703125,13850.171875,14248.671875,12981.056640625,16329.208984375
P57081,WDR4,26144.3359375,27425.708984375,29136.880859375,27521.525390625,18250.24609375,24146.271484375
P57088,TMEM33,204786.4375,184567.21875,199290.4375,192178.546875,207842.953125,197956.703125
P57678,GEMIN4,75910.515625,73938.484375,74815.8359375,80880.1015625,92189.25,86080.421875
P57721,PCBP3,149338.171875,95743.109375,178522.703125,108472.9296875,108679.921875,102651.1875
P57737,CORO7,5762.1455078125,6778.90087890625,5954.4296875,4052.63232421875,4728.82763671875,5807.11865234375
P57740,NUP107,134329.828125,125952.296875,132743.90625,140594.34375,141726.734375,137362.1875
P57764,GSDMD,24017.232421875,22965.509765625,22576.662109375,26058.19921875,26400.111328125,24641.10546875
P58511,SMIM11A,7242.8544921875,11696.96484375,14586.3876953125,220.81910705566406,1516.6826171875,2220.8447265625
P58546,MTPN,40082.671875,34295.140625,35059.9140625,37057.3515625,43972.6796875,39160.875
P58557,YBEY,17705.134765625,16955.0703125,16150.904296875,15992.4921875,17375.48828125,15124.9130859375
P59998,ARPC4,270241.125,251037.375,256476.0625,257331.734375,271035.84375,273250.34375
P60002,ELOF1,10088.2724609375,7954.51220703125,11231.41015625,8802.1708984375,13035.4052734375,12165.8935546875
